order_id,client_id,measurement_id,artisan_id,garment_type,fabric_type,order_complexity_score,order_status,order_date,delivery_date,delivery_days,delivered_on_time,client_age,client_location,client_gender,chest_cm,waist_cm,hip_cm,shoulder_cm,arm_length_cm,inseam_cm,recorded_at,artisan_location,years_experience,average_rating,specialty
107,274,543,14,Shirt,Cotton,2.74,Pending,2025-11-19 06:40:38.461263,2025-12-07 06:40:38.461263,18,0,24,Ibadan,Male,89.82,61.69,128.49,47.45,59.93,67.22,2026-02-07 06:40:38.403077,Kano,7,4.17,Corporate
108,156,308,46,Kaftan,Silk,2.99,Completed,2025-11-21 06:40:38.461807,2025-12-03 06:40:38.461807,12,1,27,Abuja,Female,99.67,94.3,121.21,46.99,57.68,75.91,2025-08-03 06:40:38.398282,Lagos,5,4.12,Womenswear
109,15,29,84,Agbada,Wool,4.73,Completed,2026-01-19 06:40:38.462218,2026-02-02 06:40:38.462218,14,1,21,Lagos,Female,88.12,100.23,120.4,36.28,74.15,83.03,2024-02-02 06:40:38.392773,Port Harcourt,8,4.25,Menswear
110,13,24,94,Suit,Silk,1.35,Pending,2025-09-21 06:40:38.462672,2025-10-11 06:40:38.462672,20,0,48,Kano,Male,114.97,106.11,118.78,45.68,69.5,75.46,2023-12-20 06:40:38.392687,Ibadan,5,3.52,Menswear
111,51,99,11,Suit,Wool,1.1,Completed,2025-11-19 06:40:38.463071,2025-11-29 06:40:38.463071,10,1,25,Port Harcourt,Female,89.13,84.18,101.03,46.04,64.65,92.49,2025-08-30 06:40:38.394171,Ibadan,7,4.69,Kidswear
112,197,383,58,Agbada,Ankara,2.24,Pending,2025-06-08 06:40:38.463495,2025-06-13 06:40:38.463495,5,1,42,Lagos,Female,116.11,105.98,81.98,39.11,69.25,91.84,2023-10-02 06:40:38.399875,Ibadan,12,4.98,Menswear
113,61,117,38,Suit,Silk,4.33,Completed,2025-12-08 06:40:38.463945,2025-12-18 06:40:38.463945,10,1,39,Ibadan,Female,109.78,70.2,99.36,53.98,52.1,89.82,2024-02-23 06:40:38.394575,Lagos,16,4.91,Corporate
114,108,213,58,Suit,Linen,2.89,Completed,2025-12-08 06:40:38.464344,2025-12-16 06:40:38.464344,8,1,27,Abuja,Female,81.37,83.33,120.34,48.54,60.77,74.09,2023-12-26 06:40:38.396464,Ibadan,12,4.98,Menswear
115,208,409,24,Dress,Wool,1.78,Pending,2025-11-03 06:40:38.464784,2025-11-08 06:40:38.464784,5,1,40,Port Harcourt,Female,118.91,95.68,126.1,44.3,60.05,94.03,2024-07-09 06:40:38.400434,Abuja,3,3.97,Corporate
116,200,392,74,Dress,Cotton,3.7,Completed,2026-01-24 06:40:38.465210,2026-02-05 06:40:38.465210,12,1,47,Port Harcourt,Female,80.39,103.69,93.83,52.26,67.27,76.96,2025-08-06 06:40:38.400039,Kano,14,4.51,Womenswear
117,185,357,22,Kaftan,Linen,4.62,Completed,2025-04-09 06:40:38.465653,2025-04-30 06:40:38.465653,21,0,32,Abuja,Female,94.68,76.21,95.74,43.44,52.75,89.52,2023-08-13 06:40:38.399381,Lagos,11,5.0,Kidswear
118,20,38,52,Agbada,Wool,2.82,Pending,2025-04-22 06:40:38.466086,2025-05-12 06:40:38.466086,20,0,36,Kano,Female,108.8,91.65,109.2,50.75,64.79,65.58,2023-10-12 06:40:38.392937,Ibadan,3,4.37,Kidswear
119,40,77,9,Suit,Ankara,2.85,Pending,2025-12-05 06:40:38.466492,2025-12-09 06:40:38.466492,4,1,46,Abuja,Male,99.66,100.61,128.08,41.39,74.12,88.87,2024-09-26 06:40:38.393667,Lagos,5,3.63,Bridal
120,240,469,48,Shirt,Silk,4.68,Pending,2025-10-29 06:40:38.466933,2025-11-02 06:40:38.466933,4,1,41,Kano,Female,92.24,94.81,97.42,42.03,74.28,80.2,2024-12-09 06:40:38.401620,Abuja,15,4.01,Kidswear
121,264,526,65,Agbada,Ankara,3.17,Pending,2025-06-17 06:40:38.467359,2025-07-08 06:40:38.467359,21,0,58,Abuja,Male,96.54,93.33,100.62,42.87,64.08,83.76,2023-08-26 06:40:38.402724,Lagos,9,4.37,Womenswear
122,35,67,36,Shirt,Silk,3.15,In Progress,2026-01-24 06:40:38.467784,2026-01-27 06:40:38.467784,3,1,40,Ibadan,Male,108.42,102.3,104.03,46.22,62.85,92.2,2023-07-22 06:40:38.393458,Kano,19,3.91,Womenswear
123,74,146,87,Shirt,Linen,4.89,Completed,2025-06-02 06:40:38.468218,2025-06-13 06:40:38.468218,11,1,41,Kano,Male,116.53,91.36,80.53,38.48,71.31,89.64,2025-06-14 06:40:38.395108,Port Harcourt,11,4.7,Bridal
124,57,110,65,Dress,Silk,4.66,In Progress,2025-08-23 06:40:38.468609,2025-09-04 06:40:38.468609,12,1,21,Abuja,Male,119.67,83.49,117.34,47.48,51.92,89.55,2025-12-21 06:40:38.394429,Lagos,9,4.37,Womenswear
125,227,445,49,Dress,Ankara,3.96,In Progress,2025-07-27 06:40:38.469041,2025-08-01 06:40:38.469041,5,1,59,Abuja,Female,101.29,104.63,106.92,35.77,62.63,93.76,2023-10-07 06:40:38.401108,Ibadan,2,4.77,Bridal
126,236,461,84,Kaftan,Ankara,4.12,In Progress,2025-10-08 06:40:38.469478,2025-10-20 06:40:38.469478,12,1,31,Kano,Female,117.99,61.61,111.84,53.73,55.56,82.31,2025-05-02 06:40:38.401479,Port Harcourt,8,4.25,Menswear
127,199,390,28,Agbada,Silk,3.09,Pending,2025-05-25 06:40:38.469874,2025-06-06 06:40:38.469874,12,1,21,Ibadan,Male,115.43,90.39,88.05,41.52,63.27,77.18,2025-04-02 06:40:38.400004,Kano,5,4.56,Menswear
128,262,522,64,Kaftan,Cotton,2.97,In Progress,2025-05-23 06:40:38.470318,2025-05-30 06:40:38.470318,7,1,50,Kano,Female,118.7,80.15,96.93,37.15,52.6,85.58,2023-11-20 06:40:38.402652,Abuja,16,4.9,Corporate
129,285,566,85,Kaftan,Cotton,1.03,Completed,2025-09-03 06:40:38.470715,2025-09-11 06:40:38.470715,8,1,22,Lagos,Female,107.21,63.5,88.8,49.36,54.44,92.03,2023-06-14 06:40:38.403521,Lagos,16,4.63,Womenswear
130,235,460,93,Dress,Linen,3.95,In Progress,2025-10-20 06:40:38.471124,2025-11-07 06:40:38.471124,18,0,36,Kano,Male,112.5,78.72,124.44,41.86,58.6,94.92,2024-08-18 06:40:38.401458,Port Harcourt,14,3.77,Menswear
131,275,546,109,Shirt,Ankara,3.06,Pending,2025-03-06 06:40:38.471543,2025-03-20 06:40:38.471543,14,1,28,Lagos,Female,115.71,86.68,118.5,41.83,68.27,67.14,2025-02-25 06:40:38.403145,Abuja,15,4.78,Womenswear
132,219,434,75,Dress,Wool,1.31,Pending,2025-07-05 06:40:38.471929,2025-07-14 06:40:38.471929,9,1,49,Kano,Male,81.14,66.12,96.56,35.14,65.54,94.77,2024-02-22 06:40:38.400873,Lagos,6,4.61,Kidswear
133,255,506,101,Suit,Wool,1.55,In Progress,2025-03-10 06:40:38.472355,2025-03-18 06:40:38.472355,8,1,41,Ibadan,Female,86.39,83.51,93.83,39.91,53.91,65.13,2023-08-28 06:40:38.402349,Ibadan,15,4.88,Womenswear
134,178,345,61,Dress,Wool,4.14,Pending,2025-05-31 06:40:38.472753,2025-06-08 06:40:38.472753,8,1,24,Lagos,Female,95.21,84.98,101.02,48.57,60.79,67.16,2025-02-03 06:40:38.398950,Lagos,1,4.67,Menswear
135,137,271,26,Shirt,Linen,4.85,Completed,2025-12-10 06:40:38.473159,2025-12-27 06:40:38.473159,17,0,41,Lagos,Male,86.93,75.57,99.3,51.79,64.94,79.12,2024-10-19 06:40:38.397581,Lagos,3,4.44,Kidswear
136,234,456,98,Shirt,Linen,2.8,In Progress,2025-08-22 06:40:38.473619,2025-08-30 06:40:38.473619,8,1,24,Ibadan,Male,101.3,105.9,97.87,41.11,70.0,74.62,2025-10-04 06:40:38.401381,Lagos,17,4.54,Menswear
137,284,563,22,Agbada,Wool,2.13,Completed,2025-11-26 06:40:38.474101,2025-12-17 06:40:38.474101,21,0,41,Kano,Female,103.25,73.5,125.73,48.98,51.98,90.62,2025-04-04 06:40:38.403470,Lagos,11,5.0,Kidswear
138,44,85,98,Suit,Cotton,1.92,Completed,2025-06-04 06:40:38.474536,2025-06-09 06:40:38.474536,5,1,29,Port Harcourt,Male,111.82,79.29,113.37,39.03,62.54,94.89,2025-05-27 06:40:38.393810,Lagos,17,4.54,Menswear
139,30,59,64,Kaftan,Wool,3.36,In Progress,2025-05-31 06:40:38.474941,2025-06-11 06:40:38.474941,11,1,20,Port Harcourt,Male,89.05,96.22,89.13,42.14,59.98,89.75,2024-04-14 06:40:38.393315,Abuja,16,4.9,Corporate
140,46,90,79,Shirt,Cotton,4.09,In Progress,2025-02-28 06:40:38.475360,2025-03-11 06:40:38.475360,11,1,50,Lagos,Female,107.38,108.45,85.24,43.06,50.92,75.33,2024-12-19 06:40:38.393894,Port Harcourt,3,4.65,Bridal
141,70,136,11,Shirt,Silk,3.71,In Progress,2025-11-10 06:40:38.475798,2025-11-17 06:40:38.475798,7,1,41,Lagos,Female,98.74,68.58,129.39,46.0,71.82,94.72,2024-10-20 06:40:38.394937,Ibadan,7,4.69,Kidswear
142,291,579,88,Suit,Linen,4.83,In Progress,2025-05-10 06:40:38.476205,2025-05-28 06:40:38.476205,18,0,52,Abuja,Female,119.4,77.19,80.13,49.05,68.15,69.52,2026-01-30 06:40:38.403751,Abuja,6,3.52,Bridal
143,171,329,74,Shirt,Cotton,2.13,Pending,2025-05-01 06:40:38.476643,2025-05-04 06:40:38.476643,3,1,47,Port Harcourt,Male,89.01,108.96,96.35,51.89,67.78,78.43,2025-10-19 06:40:38.398669,Kano,14,4.51,Womenswear
144,126,248,88,Suit,Ankara,4.55,Pending,2025-05-17 06:40:38.477039,2025-05-21 06:40:38.477039,4,1,36,Ibadan,Female,81.19,95.58,103.3,40.19,69.22,72.38,2025-08-15 06:40:38.397174,Abuja,6,3.52,Bridal
145,210,414,33,Shirt,Ankara,2.57,Completed,2025-03-14 06:40:38.477505,2025-04-03 06:40:38.477505,20,0,20,Abuja,Female,114.2,61.55,105.11,50.79,63.93,78.38,2025-06-24 06:40:38.400521,Ibadan,10,4.15,Menswear
146,40,77,42,Suit,Silk,1.64,Completed,2025-03-15 06:40:38.477956,2025-03-23 06:40:38.477956,8,1,46,Abuja,Male,99.66,100.61,128.08,41.39,74.12,88.87,2024-09-26 06:40:38.393667,Lagos,13,4.8,Bridal
147,172,330,69,Suit,Linen,4.74,In Progress,2025-08-30 06:40:38.478424,2025-09-09 06:40:38.478424,10,1,59,Abuja,Male,93.66,71.55,126.58,42.75,57.61,83.84,2023-10-20 06:40:38.398692,Abuja,8,3.66,Bridal
148,114,222,25,Kaftan,Silk,3.66,In Progress,2025-12-25 06:40:38.478851,2026-01-03 06:40:38.478851,9,1,31,Kano,Female,98.1,67.15,94.51,50.48,50.41,68.44,2025-04-09 06:40:38.396623,Abuja,16,4.54,Kidswear
149,139,276,78,Agbada,Wool,1.28,Completed,2025-05-06 06:40:38.479369,2025-05-18 06:40:38.479369,12,1,40,Kano,Male,84.38,71.0,103.87,40.74,52.2,66.3,2025-10-17 06:40:38.397669,Ibadan,2,3.64,Menswear
150,237,464,6,Suit,Ankara,2.29,In Progress,2025-09-08 06:40:38.479829,2025-09-22 06:40:38.479829,14,1,40,Port Harcourt,Female,89.01,90.73,117.02,50.37,57.78,94.44,2025-08-08 06:40:38.401529,Kano,6,4.52,Corporate
151,19,37,49,Dress,Cotton,2.73,Completed,2026-01-25 06:40:38.480268,2026-02-05 06:40:38.480268,11,1,53,Lagos,Female,119.11,89.82,102.14,39.3,70.89,79.14,2023-07-01 06:40:38.392917,Ibadan,2,4.77,Bridal
152,210,413,20,Kaftan,Cotton,4.99,Completed,2025-03-29 06:40:38.480673,2025-04-09 06:40:38.480673,11,1,20,Abuja,Female,114.76,106.7,105.07,42.32,55.21,93.92,2025-12-24 06:40:38.400504,Kano,5,4.78,Bridal
153,119,236,95,Agbada,Wool,3.45,Pending,2025-11-11 06:40:38.481099,2025-11-18 06:40:38.481099,7,1,22,Ibadan,Male,111.88,109.06,91.89,49.89,61.8,94.98,2025-08-28 06:40:38.396921,Abuja,1,4.24,Bridal
154,69,132,39,Dress,Wool,4.05,Completed,2025-11-23 06:40:38.481572,2025-12-13 06:40:38.481572,20,0,47,Ibadan,Male,116.18,100.09,101.35,37.81,68.22,93.57,2023-06-30 06:40:38.394860,Abuja,3,3.67,Corporate
155,290,577,83,Kaftan,Silk,2.51,Pending,2025-09-24 06:40:38.482009,2025-10-09 06:40:38.482009,15,0,40,Lagos,Male,107.53,78.77,83.53,47.29,56.39,83.64,2024-04-23 06:40:38.403716,Lagos,14,4.68,Bridal
156,71,138,70,Dress,Linen,3.92,Pending,2025-05-24 06:40:38.482451,2025-05-27 06:40:38.482451,3,1,18,Ibadan,Male,115.32,85.85,124.0,41.97,66.06,89.31,2025-09-04 06:40:38.394972,Port Harcourt,4,3.64,Womenswear
157,95,187,13,Shirt,Wool,2.83,Completed,2025-10-08 06:40:38.482843,2025-10-17 06:40:38.482843,9,1,26,Abuja,Male,109.05,93.09,127.12,54.76,57.46,76.39,2023-08-12 06:40:38.395999,Ibadan,11,4.75,Corporate
158,231,452,24,Shirt,Cotton,4.91,In Progress,2025-12-22 06:40:38.483261,2026-01-05 06:40:38.483261,14,1,18,Ibadan,Female,117.17,101.3,122.71,51.36,54.55,83.7,2025-09-12 06:40:38.401267,Abuja,3,3.97,Corporate
159,190,369,79,Dress,Wool,2.15,Pending,2025-06-27 06:40:38.483666,2025-07-13 06:40:38.483666,16,0,29,Abuja,Female,80.67,76.37,94.09,40.69,52.16,76.39,2025-09-28 06:40:38.399613,Port Harcourt,3,4.65,Bridal
160,70,136,108,Dress,Linen,3.45,In Progress,2025-06-09 06:40:38.484047,2025-06-21 06:40:38.484047,12,1,41,Lagos,Female,98.74,68.58,129.39,46.0,71.82,94.72,2024-10-20 06:40:38.394937,Lagos,19,4.74,Bridal
161,166,322,111,Suit,Wool,2.73,Completed,2025-09-24 06:40:38.484478,2025-10-14 06:40:38.484478,20,0,18,Port Harcourt,Male,84.31,102.28,88.4,43.36,54.05,82.01,2025-04-19 06:40:38.398541,Ibadan,17,4.68,Menswear
162,82,161,99,Agbada,Silk,2.82,In Progress,2025-05-10 06:40:38.484877,2025-05-16 06:40:38.484877,6,1,31,Ibadan,Female,113.28,93.53,88.21,50.14,71.12,76.12,2025-06-30 06:40:38.395398,Kano,5,3.55,Womenswear
163,224,440,117,Shirt,Silk,2.81,In Progress,2026-01-20 06:40:38.485359,2026-02-03 06:40:38.485359,14,1,50,Kano,Male,87.09,84.2,104.73,36.95,51.65,74.83,2024-10-20 06:40:38.401017,Port Harcourt,10,4.82,Menswear
164,112,219,19,Kaftan,Linen,2.35,Pending,2025-04-08 06:40:38.485809,2025-04-28 06:40:38.485809,20,0,45,Kano,Female,113.8,61.73,121.98,49.25,67.3,84.95,2025-09-15 06:40:38.396570,Port Harcourt,19,4.71,Bridal
165,74,146,64,Suit,Silk,3.43,Pending,2025-08-31 06:40:38.486274,2025-09-06 06:40:38.486274,6,1,41,Kano,Male,116.53,91.36,80.53,38.48,71.31,89.64,2025-06-14 06:40:38.395108,Abuja,16,4.9,Corporate
166,84,167,50,Shirt,Ankara,1.2,Pending,2025-10-19 06:40:38.486703,2025-10-28 06:40:38.486703,9,1,30,Lagos,Male,116.98,109.68,117.2,49.6,53.68,72.84,2025-07-19 06:40:38.395518,Abuja,19,4.76,Kidswear
167,294,584,1,Kaftan,Silk,2.5,Pending,2025-12-26 06:40:38.487113,2026-01-16 06:40:38.487113,21,0,37,Port Harcourt,Female,90.45,106.97,128.98,39.57,66.82,83.92,2025-04-07 06:40:38.403845,Kano,16,4.34,Kidswear
168,105,206,45,Agbada,Wool,3.1,Pending,2025-08-14 06:40:38.487630,2025-09-04 06:40:38.487630,21,0,47,Kano,Male,104.46,101.35,112.41,45.42,72.65,76.15,2024-09-14 06:40:38.396343,Lagos,12,4.86,Womenswear
169,176,341,29,Suit,Linen,3.15,In Progress,2025-02-17 06:40:38.488042,2025-03-07 06:40:38.488042,18,0,55,Lagos,Female,82.53,70.57,82.18,36.25,60.63,80.92,2025-12-04 06:40:38.398879,Port Harcourt,9,4.76,Menswear
170,297,592,67,Shirt,Cotton,4.96,Completed,2025-11-26 06:40:38.488508,2025-12-04 06:40:38.488508,8,1,52,Abuja,Female,95.29,61.17,90.16,53.29,56.3,90.9,2025-03-02 06:40:38.403987,Ibadan,1,4.81,Womenswear
171,63,120,116,Suit,Silk,1.52,Completed,2025-09-30 06:40:38.488928,2025-10-04 06:40:38.488928,4,1,44,Lagos,Male,110.01,98.39,117.79,52.31,69.13,76.14,2024-07-09 06:40:38.394629,Kano,1,4.81,Corporate
172,288,574,90,Kaftan,Ankara,2.07,Completed,2026-02-07 06:40:38.489360,2026-02-15 06:40:38.489360,8,1,29,Abuja,Female,96.31,65.72,124.11,51.6,57.08,72.71,2024-02-21 06:40:38.403662,Kano,15,3.97,Womenswear
173,190,369,53,Suit,Ankara,4.38,Pending,2025-08-01 06:40:38.489822,2025-08-19 06:40:38.489822,18,0,29,Abuja,Female,80.67,76.37,94.09,40.69,52.16,76.39,2025-09-28 06:40:38.399613,Abuja,7,3.88,Corporate
174,90,177,115,Dress,Silk,2.37,In Progress,2025-02-28 06:40:38.490296,2025-03-21 06:40:38.490296,21,0,43,Port Harcourt,Female,113.02,72.41,120.9,48.44,50.77,65.03,2025-10-11 06:40:38.395753,Port Harcourt,19,3.91,Bridal
175,131,259,15,Dress,Linen,3.31,Completed,2026-02-05 06:40:38.490716,2026-02-21 06:40:38.490716,16,0,37,Lagos,Male,118.96,98.85,117.69,37.66,56.93,72.48,2025-01-03 06:40:38.397370,Port Harcourt,16,4.38,Corporate
176,95,188,10,Suit,Cotton,2.02,Pending,2025-05-19 06:40:38.491149,2025-06-04 06:40:38.491149,16,0,26,Abuja,Male,118.66,107.6,89.06,39.4,54.09,94.83,2025-11-21 06:40:38.396014,Kano,3,4.81,Womenswear
177,125,246,2,Suit,Silk,1.37,In Progress,2025-08-28 06:40:38.491553,2025-09-06 06:40:38.491553,9,1,48,Port Harcourt,Female,90.46,98.91,117.14,42.21,55.21,76.25,2023-08-27 06:40:38.397105,Lagos,13,3.91,Kidswear
178,276,548,31,Dress,Wool,2.06,Pending,2025-03-03 06:40:38.491976,2025-03-06 06:40:38.491976,3,1,18,Port Harcourt,Male,104.12,85.95,114.74,41.36,62.71,72.48,2023-08-29 06:40:38.403180,Port Harcourt,15,3.75,Womenswear
179,226,443,65,Shirt,Silk,1.58,Completed,2026-01-31 06:40:38.492415,2026-02-07 06:40:38.492415,7,1,46,Kano,Male,112.31,106.82,105.18,37.65,51.53,85.34,2023-11-03 06:40:38.401070,Lagos,9,4.37,Womenswear
180,295,589,101,Kaftan,Linen,3.02,Completed,2025-06-09 06:40:38.492820,2025-06-25 06:40:38.492820,16,0,45,Abuja,Male,84.42,107.16,81.98,50.38,50.53,65.38,2024-12-10 06:40:38.403932,Ibadan,15,4.88,Womenswear
181,153,300,37,Kaftan,Wool,1.01,Completed,2025-09-13 06:40:38.493298,2025-09-23 06:40:38.493298,10,1,39,Kano,Female,111.02,66.01,102.17,49.33,74.11,86.71,2023-09-13 06:40:38.398141,Lagos,8,3.54,Kidswear
182,137,271,102,Agbada,Wool,4.15,Completed,2025-12-22 06:40:38.493726,2026-01-02 06:40:38.493726,11,1,41,Lagos,Male,86.93,75.57,99.3,51.79,64.94,79.12,2024-10-19 06:40:38.397581,Abuja,13,4.74,Corporate
183,223,439,23,Agbada,Silk,3.5,In Progress,2025-08-07 06:40:38.494176,2025-08-17 06:40:38.494176,10,1,30,Ibadan,Female,119.69,72.97,91.74,51.33,70.49,73.72,2026-01-25 06:40:38.400997,Abuja,5,4.55,Kidswear
184,138,275,114,Shirt,Cotton,1.44,Pending,2025-06-24 06:40:38.494584,2025-07-01 06:40:38.494584,7,1,23,Ibadan,Female,107.08,71.45,129.89,54.84,71.6,67.53,2024-04-24 06:40:38.397650,Lagos,14,4.81,Corporate
185,287,572,40,Shirt,Linen,4.44,In Progress,2025-10-09 06:40:38.494973,2025-10-25 06:40:38.494973,16,0,22,Abuja,Female,91.37,77.19,118.71,42.94,50.68,89.88,2025-09-17 06:40:38.403627,Kano,5,4.75,Corporate
186,189,367,90,Kaftan,Silk,4.94,Completed,2025-04-07 06:40:38.495447,2025-04-16 06:40:38.495447,9,1,53,Port Harcourt,Male,101.69,80.23,117.22,45.36,71.75,67.04,2024-02-04 06:40:38.399570,Kano,15,3.97,Womenswear
187,168,326,113,Suit,Linen,2.48,Pending,2025-12-19 06:40:38.495843,2025-12-25 06:40:38.495843,6,1,39,Kano,Female,119.27,84.51,91.53,49.82,50.68,84.53,2025-05-20 06:40:38.398610,Abuja,18,4.05,Womenswear
188,51,100,77,Agbada,Cotton,4.49,Pending,2025-08-07 06:40:38.496306,2025-08-15 06:40:38.496306,8,1,25,Port Harcourt,Female,106.73,82.89,90.31,43.06,57.34,79.43,2023-11-23 06:40:38.394198,Abuja,9,4.11,Menswear
189,98,192,18,Kaftan,Linen,1.38,In Progress,2025-04-22 06:40:38.496772,2025-05-09 06:40:38.496772,17,0,49,Lagos,Male,116.4,90.47,125.8,41.78,52.16,86.61,2023-10-10 06:40:38.396087,Port Harcourt,10,4.22,Kidswear
190,141,279,109,Kaftan,Cotton,1.58,Pending,2026-02-02 06:40:38.497278,2026-02-16 06:40:38.497278,14,1,42,Lagos,Female,89.99,101.47,85.4,36.26,57.73,83.4,2025-07-20 06:40:38.397724,Abuja,15,4.78,Womenswear
191,156,307,19,Shirt,Wool,4.3,In Progress,2025-05-05 06:40:38.497686,2025-05-11 06:40:38.497686,6,1,27,Abuja,Female,118.52,69.62,81.06,42.57,57.92,73.43,2025-05-02 06:40:38.398263,Port Harcourt,19,4.71,Bridal
192,72,141,98,Agbada,Wool,1.73,Completed,2025-07-17 06:40:38.498103,2025-08-03 06:40:38.498103,17,0,38,Port Harcourt,Male,81.37,85.34,113.31,41.42,71.3,80.54,2024-04-07 06:40:38.395022,Lagos,17,4.54,Menswear
193,99,195,88,Suit,Ankara,3.35,Pending,2026-02-01 06:40:38.498526,2026-02-09 06:40:38.498526,8,1,42,Ibadan,Male,95.37,63.6,127.74,48.73,62.31,79.14,2023-10-21 06:40:38.396140,Abuja,6,3.52,Bridal
194,62,119,71,Suit,Wool,3.6,In Progress,2025-09-14 06:40:38.498948,2025-10-01 06:40:38.498948,17,0,36,Kano,Female,115.99,97.1,92.83,52.43,60.82,87.83,2025-04-08 06:40:38.394610,Kano,9,3.75,Womenswear
195,2,3,15,Suit,Wool,2.95,In Progress,2025-02-18 06:40:38.499397,2025-03-06 06:40:38.499397,16,0,25,Kano,Female,115.59,93.52,125.13,48.9,63.9,78.87,2023-12-07 06:40:38.392246,Port Harcourt,16,4.38,Corporate
196,42,80,4,Shirt,Linen,4.69,Pending,2025-03-29 06:40:38.499809,2025-04-16 06:40:38.499809,18,0,27,Abuja,Female,101.93,101.95,84.29,44.89,68.71,74.1,2025-02-16 06:40:38.393723,Kano,12,4.84,Corporate
197,99,195,50,Dress,Silk,2.78,In Progress,2025-05-23 06:40:38.500286,2025-06-05 06:40:38.500286,13,1,42,Ibadan,Male,95.37,63.6,127.74,48.73,62.31,79.14,2023-10-21 06:40:38.396140,Abuja,19,4.76,Kidswear
198,8,15,55,Agbada,Linen,2.51,Pending,2025-06-08 06:40:38.500749,2025-06-15 06:40:38.500749,7,1,42,Lagos,Female,100.8,75.24,88.22,38.93,69.05,90.72,2024-04-22 06:40:38.392478,Port Harcourt,2,4.71,Kidswear
199,265,527,71,Kaftan,Cotton,4.24,Pending,2026-01-21 06:40:38.501205,2026-02-02 06:40:38.501205,12,1,26,Kano,Female,117.18,102.41,126.38,47.07,73.59,78.06,2025-01-28 06:40:38.402743,Kano,9,3.75,Womenswear
200,251,497,19,Dress,Wool,3.97,In Progress,2025-12-27 06:40:38.501630,2025-12-31 06:40:38.501630,4,1,46,Abuja,Female,113.04,90.32,112.53,50.05,69.0,92.37,2025-04-18 06:40:38.402184,Port Harcourt,19,4.71,Bridal
201,54,105,67,Kaftan,Linen,3.73,Pending,2025-05-26 06:40:38.502052,2025-05-31 06:40:38.502052,5,1,41,Port Harcourt,Male,88.8,96.22,108.58,35.23,62.63,78.91,2024-11-24 06:40:38.394328,Ibadan,1,4.81,Womenswear
202,267,529,105,Suit,Linen,1.29,In Progress,2025-03-03 06:40:38.502450,2025-03-16 06:40:38.502450,13,1,35,Lagos,Female,90.9,73.59,104.59,37.82,50.01,92.58,2023-08-02 06:40:38.402783,Lagos,4,3.83,Menswear
203,237,464,74,Kaftan,Cotton,1.4,Pending,2025-04-27 06:40:38.502875,2025-05-01 06:40:38.502875,4,1,40,Port Harcourt,Female,89.01,90.73,117.02,50.37,57.78,94.44,2025-08-08 06:40:38.401529,Kano,14,4.51,Womenswear
204,281,556,25,Dress,Wool,2.24,In Progress,2025-03-17 06:40:38.503303,2025-04-03 06:40:38.503303,17,0,29,Port Harcourt,Female,110.77,72.59,100.98,37.55,57.44,70.49,2024-02-05 06:40:38.403331,Abuja,16,4.54,Kidswear
205,4,7,81,Shirt,Wool,4.38,Pending,2025-08-04 06:40:38.503725,2025-08-21 06:40:38.503725,17,0,53,Port Harcourt,Female,118.14,70.35,104.47,53.15,63.64,73.99,2024-10-18 06:40:38.392330,Abuja,4,3.84,Bridal
206,35,67,30,Kaftan,Silk,3.44,In Progress,2025-03-19 06:40:38.504239,2025-04-01 06:40:38.504239,13,1,40,Ibadan,Male,108.42,102.3,104.03,46.22,62.85,92.2,2023-07-22 06:40:38.393458,Lagos,3,4.7,Kidswear
207,272,539,99,Agbada,Ankara,2.88,Pending,2025-09-25 06:40:38.504688,2025-10-05 06:40:38.504688,10,1,34,Lagos,Male,86.89,91.12,101.76,48.49,56.74,83.07,2024-01-25 06:40:38.402981,Kano,5,3.55,Womenswear
208,297,592,92,Kaftan,Wool,1.79,In Progress,2025-08-14 06:40:38.505151,2025-09-02 06:40:38.505151,19,0,52,Abuja,Female,95.29,61.17,90.16,53.29,56.3,90.9,2025-03-02 06:40:38.403987,Ibadan,17,4.49,Corporate
209,287,572,109,Kaftan,Cotton,2.57,Pending,2025-08-29 06:40:38.505586,2025-09-03 06:40:38.505586,5,1,22,Abuja,Female,91.37,77.19,118.71,42.94,50.68,89.88,2025-09-17 06:40:38.403627,Abuja,15,4.78,Womenswear
210,300,600,102,Dress,Ankara,3.16,Pending,2025-03-29 06:40:38.506031,2025-04-19 06:40:38.506031,21,0,52,Kano,Male,98.38,60.38,102.46,43.8,60.42,93.11,2023-06-28 06:40:38.404200,Abuja,13,4.74,Corporate
211,138,274,116,Agbada,Wool,4.75,In Progress,2025-05-05 06:40:38.506478,2025-05-23 06:40:38.506478,18,0,23,Ibadan,Female,104.08,89.67,113.17,45.65,58.91,87.05,2025-10-25 06:40:38.397632,Kano,1,4.81,Corporate
212,148,290,7,Shirt,Wool,1.59,Completed,2026-01-23 06:40:38.506887,2026-01-28 06:40:38.506887,5,1,35,Kano,Male,98.94,67.41,116.03,43.96,63.47,69.51,2024-04-04 06:40:38.397923,Abuja,7,4.4,Menswear
213,201,395,5,Suit,Silk,3.26,Pending,2025-05-25 06:40:38.507317,2025-05-28 06:40:38.507317,3,1,58,Port Harcourt,Female,89.35,63.36,110.29,41.09,55.34,69.3,2024-09-24 06:40:38.400095,Lagos,17,3.83,Menswear
